product_id,product_name,manufacturer,price,number_available_in_stock,number_of_reviews,average_review_rating,product_information,product_description,customer_reviews,subcategory_1,subcategory_2,subcategory_3,subcategory_4,category
5f768ce860d1d3bff5569b780eb62b8f,Princess Purse With Doll Elastic - Ideal Party Bag Filler For Girls (Lilac),Glitzy Jewels,3.99,2,2,4.0,"Technical Details Manufacturer recommended age:3 years and up Material Type(s)Lycra, Felt, Micro fleece    Additional Information ASINB00GS577A2 Best Sellers Rank 422,393 in Toys & Games (See top 100) #1169 in Toys & Games > Sports Toys & Outdoor > Travel Items > Kids' Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available19 Nov. 2013    Feedback  Would you like to update product info or give feedback on images?",,"Three Stars // 3.0 // 9 Jan. 2016 // By
    
    sue.
  
 on 9 Jan. 2016 // Lovely little bag bought as a stocking  filler thank you | Nice present for Christmas // 5.0 // 21 May 2015 // By
    
    Topcat 88
  
 on 21 May 2015 // Daughter loves it.  Nice present for Christmas stocking",Kids',,,,Handbags & Shoulder Bags
ae661982ebb1dd519e0549eaeedf804b,Tech Dice Black-Blue Dice Set,Q-Workshop,10.95,3,1,5.0,"Technical Details Item Weight59 g Product Dimensions13.9 x 6.9 x 3 cm Manufacturer recommended age:3 years and up Item model numberQWOTEC67 Batteries Required?No Batteries Included?No ColorBlue    Additional Information ASINB00N8Y9MH2 Best Sellers Rank 104,362 in Toys & Games (See top 100) #366 in Toys & Games > Games > Dice & Dice Games Shipping Weight59 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available2 Sept. 2014    Feedback  Would you like to update product info or give feedback on images?",,"EPIC> EVERYTHING I EXPECTED // 5.0 // 15 April 2015 // By
    
    Niall Black
  
 on 15 April 2015 // Excellent. Loved the presentation of the box! Reread the English language blurb though guys a wee spelling error slipped in there! Other than that absolutely fantastic! Used em in a Dungeon World RPG last week and twas excellent! We gamed for 6 and a bit hours. It was a good day. Thank you Q-Workshop for being continually awesome and EPIC!\m/ \m/",Dice & Dice Games,,,,Games
b353f84efcad079812df307936976a4f,NCIS The Board Game,Pressman Toy,,3,1,4.0,"Technical Details Item Weight1.1 Kg Product Dimensions26.7 x 5.1 x 26.7 cm Manufacturer recommended age:12 years and up Item model number5350-04 Main Language(s)English Assembly RequiredNo Batteries Required?No Batteries Included?No    Additional Information ASINB003RAS912 Best Sellers Rank 308,437 in Toys & Games (See top 100) #5337 in Toys & Games > Games > Board Games #11115 in Toys & Games > Figures & Playsets > Science Fiction & Fantasy Shipping Weight1.1 Kg Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available25 July 2011    Feedback  Would you like to update product info or give feedback on images?","Based on the hit CBS-TV crime series. Working as an NCIS team, players visit the crime scene, get statements from suspects and see what the latest news is at headquarters. During eachgame, plot twists occur that may or may not change your suspicions. As a group, decide who to arrest. If youre in a deadlock, the player whos Agent Gibbs, will decide! For 1 to 6 players, ages teen to adult. Contents: Game board 108 game cards 9 crime scene cards 9 headquarters cards 6 clue manuals rules/solution booklet 6 character movers 6 mover stands 24 commendation chips 8 cluemarkers note pad","Enjoyed but........... // 4.0 // 31 Dec. 2013 // By
    
    Mrs. JS MCMILLAN
  
 on 31 Dec. 2013 // Bought this for my 10yr old daughter who is a huge NCIS fan ( even though the instructions state for teens and older). The idea of the game is a novel one, not to beat your opponent but to work as team to sove the crime.  The instructions were easy enough to follow and we got on and played the game.  At the end of the game the team members confer and chose a suspect, referring to the back of the instruction manual to get the answer of 'whodunit' (we failed to catch the killer - oops). However, ",Board Games,,,,Games
10e67161a269bb520485d47a41488ced,Kinetic Sand 1 Pound Sand Black Onyx,Kinetic Sand,18.74,3,1,5.0,"Technical Details Item Weight544 g Product Dimensions4.4 x 18.4 x 21.6 cm Manufacturer recommended age:3 years and up Item model number20070312 Assembly RequiredNo Batteries Required?No Batteries Included?No    Additional Information ASINB00NQBB7HK Best Sellers Rank 292,155 in Toys & Games (See top 100) #385 in Toys & Games > Arts & Crafts > Art Sand Shipping Weight544 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available28 Aug. 2015    Feedback  Would you like to update product info or give feedback on images?",,"Five Stars // 5.0 // 19 Dec. 2015 // By
    
    Amazon Customer
  
 on 19 Dec. 2015 // Fantastic, kids love it.",Art Sand,,,,Arts & Crafts
6068dffbc88ba3d246fe5ddebd1fec3a,Fuzzy-Felt Advent Calender,Fuzzy Felt,12.50,2,11,4.3,"Technical Details Item Weight358 g Product Dimensions27 x 25.2 x 1.4 cm Manufacturer recommended age:3 years and up Item model number9984 Batteries Included?No    Additional Information ASINB00J6767H8 Best Sellers Rank 103,942 in Toys & Games (See top 100) #97 in Toys & Games > Advent Calendars #172 in Toys & Games > Arts & Crafts > Felt Kits Shipping Weight358 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available8 Sept. 2014    Feedback  Would you like to update product info or give feedback on images?","Product Description A different kind of Advent Calender, get in the festive spirit with these felt pieces.Open up a door each day to reveal a festive felt picture.Use the felt board in the centre to create a traditional Christmas scene of Santa with his reindeer, sleigh and of course all those exciting gifts!Have you been good this year? Box Contains Felt BoardFelt PiecesInstructions","A nice idea but the pieces behind each door are really ... // 3.0 // 20 Dec. 2015 // By
    
    Rona Thompson
  
 on 20 Dec. 2015 // A nice idea but the pieces behind each door are really small so a bit too fiddly I've found. Also, there are so many pieces they don't all fit on the felt. Good quality though and I'll keep a hold of it and see if my kids like it better next year when they are a bit older. | Really lovely // 5.0 // 2 Dec. 2015 // By
    
    Suzanne
  
 on 2 Dec. 2015 // I bought this in June. Got it for £7 and of course just opened it now. It's really a lovely calendar. Sturdil",Felt Kits,,,,Arts & Crafts
40afd635832cdc9177914a80e8bceca3,Snow Leopard 4 Inch Animal Figure - Wildlife Collection Toy,Papo,9.98,9,5,4.6,"Technical Details Item Weight45 g Product Dimensions11 x 4.5 x 6.5 cm Manufacturer recommended age:3 years and up Item model number50160 Main Language(s)English original Number of Puzzle Pieces1 Assembly RequiredNo Batteries Required?No Batteries Included?No Colorwhite    Additional Information ASINB00BHV7O00 Best Sellers Rank 19,368 in Toys & Games (See top 100) #286 in Toys & Games > Figures & Playsets > Farm & Animals Shipping Weight100 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available30 Sept. 2014    Feedback  Would you like to update product info or give feedback on images?","A carnivorous mammal, the snow leopard (also known as the snow panther or ounce) is a big cat from the ""panthera"" genus living in the high mountains of central Asia, Siberia and the Altai. It has a very thick coat and even its paw pads are covered with fur. It has everything it needs to protect it from the intense cold. The Snow Leopard from the Papo Wildlife collection. Papo manufacture wonderful, amazingly accurate models of all sorts of animals, particularly wild animals including this model of the Snow Leopard which can be complemented by any of the items in the Wildlife Buildings and Accessories range. All Papo model animals are beautifully hand painted to give wonderful role play to children and are also great collectors items for the wildlife enthusiast.","leopard lost // 3.0 // 24 Sept. 2015 // By
    
    harry  gardner
  
 on 24 Sept. 2015 // Felt this item was overpriced for what it is, also hoped it would be a little larger than it was ,somewhat disappointing . | Five Stars // 5.0 // 8 Feb. 2015 // By
    
    linda bolt
  
 on 8 Feb. 2015 // Beautiful snow leopard, excellent price and fast delivery. | Five Stars // 5.0 // 1 April 2015 // By
    
    Francesco Piccinini
  
 on 1 April 2015 // Probably the best figurine in my collection. Superb. | Five Stars // 5.0 // 23 Aug. 2015 // By
    
    kitkat
  
 on 23 Aug. 2015 // lovely model and",Farm & Animals,,,,Figures & Playsets
ff17eb1dbe555cf3aee99d7375d6d819,BARBIE SISTERS BIKE FOR TWO,Barbie,,4,5,4.4,"Technical Details Item Weight454 g Product Dimensions7.6 x 38.1 x 29.2 cm Manufacturer recommended age:36 months - 8 years Item model numberX9057 Main Language(s)English Assembly RequiredNo Batteries Required?No Batteries Included?No    Additional Information ASINB009F7OT2Y Best Sellers Rank 288,113 in Toys & Games (See top 100) #609 in Toys & Games > Dolls & Accessories > Playsets #5525 in Toys & Games > Bikes, Trikes & Ride-ons #21877 in Toys & Games > Sports Toys & Outdoor Shipping Weight454 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available2 Aug. 2013    Feedback  Would you like to update product info or give feedback on images?","Skipper doll can ride alone or take Chelsea doll along. Double all the cycling fun with this too-cute tandem bike playset. Barbie's young sister's Skipper and Chelsea can actually ride together when you roll the bike forward! Plus, the sisters wear adorable fashions and helmets that match their bicycle's pink-tastic design! Sisters in super-cute fashions that match their adorable ride! The trailer cycle easily snaps to the beach cruiser to create a tandem bike. A Stylish and Sporty Way to Bike Together! This tandem bike is perfect for an afternoon outing with Skipper and Chelsea dolls! Skipper can cycle alone or take younger sister Chelsea along - simply attach the trailer cycle to the beach cruiser to double the fun. Both dolls feature articulated legs, so they can actually ride the bike when it's pushed by your daughter. Plus, the sisters wear super-cute fashions that match their adorable ride! Includes helmet accessories, so the sisters always stay safe! A Pink-tastic Design that's Easy to Ride Star-themed designs adorn the bike and the dolls' fashions. Designed in fabulous shades of pink, the bike is decorated with sassy star designs - even in the spokes! While a blue flower adorns each set of handlebars. Ready for cycling adventures? Fit each doll's waist into the clip attached to her respective seat. Then slip their feet into the pedal straps, and they're ready to move with the wheels of the bicycles. Dolls have articulated legs, so they can ride the bike when girls push them. The Perfect Fashions for a Day of Play Skipper doll shines in a pretty purple dress with a star-themed print and a pair of hip blue-and-pink sneakers. Chelsea totally charms in a printed dress with a yellow top and a sweet pair of pink flats. Plus, each sister comes with a matching helmet - safety first, always! What's In The Box? Skipper doll, Chelsea doll, and bicycle with tandem bike attachment. This bike is perfect for getting Skipper and Chelsea dolls out and abou","Great for Barbie fans // 4.0 // 19 Oct. 2014 // By
    
    Lucy Davies
  
 on 19 Oct. 2014 // I bought one of these from another well known toy store for £24.99. I thought this was a fair price for this as it comes with Skipper and Chelsea dolls, which were really nice to add to my daughters collection.My daughter already has a Barbie bike, which I find quite fiddly. I was actually pleasantly surprised by this one. It is still a bit fiddly, but once on the dolls are quite secure. My 5 year old can manage this on her own. Some of the American reviews complain that the dolls joints are very flo",Barbie,,,,Characters & Brands
be856c9ef1281e9c1a9432e71943047b,SNOWMAN FAMILY 320X300MM GEL CLING WINDOW STICKER CHRISTMAS DECORATION,Christmas and Decorations,5.99,,1,5.0,"Technical Details Manufacturer recommended age:3 years and up Assembly RequiredNo    Additional Information ASINB009LRD7R6 Best Sellers Rank 253,480 in Toys & Games (See top 100) #395 in Toys & Games > Advent Calendars #1319 in Home & Garden > Kitchen & Home > Home Accessories > Decorative Accessories > Stickers > Window Stickers Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available4 Oct. 2012    Feedback  Would you like to update product info or give feedback on images?","These decorations are designed specifically to stcik to glass without leaving a residue. They can be peeled off after use and reused the following year. Please note, in extreme cold conditions the gel clings can peel off your window. Simply pick up and stick back on.","Good to Look At // 5.0 // 10 July 2015 // By
    
    Andrew Anderson
  
 on 10 July 2015 // Full of Christmas fun.",Decorative Accessories,Stickers,Window Stickers,,Home Accessories
a7409167f033b79175be74bfbe214975,1Kg Bulk Bags Of Ultra Fine Glitter (2006 Gold),FDC,11.99,,13,5.0,"Technical Details Manufacturer recommended age:3 years and up Assembly RequiredNo    Additional Information ASINB00KK0M7GU Best Sellers Rank 116,672 in Toys & Games (See top 100) #314 in Home & Garden > Kitchen & Home > Arts & Crafts > Art & Craft Supplies > Glitter Shipping Weight998 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available25 May 2014   ","Colour Name:2006 Gold 1KG BULK BAGS OF GLITTER Glitter size 1/96"" or 0.26mm!!! Yes that's right, a whole 1000grams of high quality ultra fine glitter in each bag!!! ALSO NEW GLITTERS AVAILABLE SOON! 0.3X1.5mm ""FINE CUT"" In 44 Colours 2x3mm ""DIAMOND GLITTER"" In 44 Colours These bulk bags are ideal for schools, nurseries and even colleges on a budget who are looking for lots of glitter for their projects. Or just for the kids to have fun doing their cardmaking and scrapbooking. This glitter is perfect for glued glitter writing on all sorts of products should you wish to glitz up personalised gift bags for Christmas or even your party balloons. This glitter is also perfect for the glittering of glasses bottles etc as it contains no crushed glass and is fully certified for use in the UK. Colour awareness - due to screen resolutions/differences, the colours of the glitter seen may be slightly different from the actual colour delivered. For example the Copper colour we have is a very rich deep copper which is almost red. Please note that the colour fastness of the £11.99 glitter cannot be guaranteed if the glitter is left in suspension (glue etc) for long periods of time before use. The Pastel colours and other more expensive glitter colours are fully colourfast and can be left in adhesive suspension for long periods of time. If you are decorating glasses etc and sprinkling the glitter on then all these glitters will be suitable.","Five Stars // 5.0 // 21 Oct. 2015 // By
    
    maggiedoubleu
  
 on 21 Oct. 2015 // Goes a long long way! Still got loads left for crafty ideas | Five Stars // 5.0 // 22 Feb. 2015 // By
    
    Joanne
  
 on 22 Feb. 2015 // Fast delivery & product was what I expected it to be | Five Stars // 5.0 // 2 Oct. 2015 // By
    
    b j brown
  
 on 2 Oct. 2015 // excellent item and ultra fast delivery excellent | great item // 5.0 // 15 April 2015 // By
    
    Anna-marie O'Connor
  
 on 15 April 2015 // Just as described fast delivery good product | Five Stars // 5.0 // 6 Jan. 2016 // By
    
  ",Art & Craft Supplies,Glitter,,,Arts & Crafts
b8c2c3957dffaf61f3db76323afe6c03,Micki Pippi Hoppetossa Ship,Micki,50.79,12,2,5.0,Technical Details Item Weight3.1 Kg Product Dimensions57.8 x 31.2 x 24.4 cm Manufacturer recommended age:3 years and up Item model number44371300 Number of Puzzle Pieces1 Assembly RequiredYes Batteries Required?No Material Type(s)Plastic Colorblack    Additional Information ASINB002SBKZYA Customer Reviews ,"Product Description The Hoppetossa is Pippi's Father's ship, it sails the seven seas looking for treasure. The Ship has many functions, the sails can be hoisted, you can bring down the stern, the wheel house can be removed and the anchor can be thrown, there are lots of fun things to do to keep young minds buys. . Please note Figures and Chest are not included but can be purchased separatly to increase the play value of this item. Suitable from the ages of 3 years Box Contains Hoppetossa ship","These Pippi toys are awesome // 5.0 // 15 Oct. 2013 // By
    
    Kat
  
 on 15 Oct. 2013 // I live in the US and I was so excited to see that you carry these amazing Pippi toys and that it was so easy to have them shipped to us. My daughters love Pippi and she is still popular here but you can't find these toys anywhere. They are well-made and adorable! I feel like they are durable enough to pass on to our grandchildren someday. | Five Stars // 5.0 // 10 Sept. 2015 // By
    
    Brabant Johan
  
 on 10 Sept. 2015 // very nice thanx :-)",Pirates,,,,Figures & Playsets
